Title,Author,Main Genre,Sub Genre,Price,Rating
Politics,Aristotle,History,Ancient,₹37.95,4.5
"The Horse, the Wheel, and Language: How Bronze-Age Riders from the Eurasian Steppes Shaped the Modern World",David W. Anthony,History,Ancient,"₹1,604.17",4.5
The Mahabharata : Volume 10,Bibek Debroy (Tr),History,Ancient,₹338.00,4.5
An Uncommon Love: The Early Life of Sudha and Narayana Murthy,Chitra Banerjee Divakaruni,History,Biographies & Autobiographies,₹519.00,4.5
Make You Bed,William H. McRaven,History,Biographies & Autobiographies,₹209.00,4.5
The Diary of A Young Girl,Anne Frank,History,Biographies & Autobiographies,₹119.00,4.5
"My Inventions, Autobiography of Nikola Tesla",Nikola Tesla,History,Biographies & Autobiographies,₹99.00,4.5
The Story of My Experiments With Truth,Mahatma Gandhi,History,Biographies & Autobiographies,₹149.00,4.5
One Up on Wall Street: How To Use What You Already Know To Make Money in the Market,Peter Lynch,History,Biographies & Autobiographies,₹251.75,4.5
"Leaders Eat Last (With a New Chapter): Why Some Teams Pull Together and Others Don't [Paperback] Sinek, Simon",Simon Sinek,History,Biographies & Autobiographies,₹406.89,4.5
You Are Born to Blossom,DR APJ ABDUL KALAM,History,Biographies & Autobiographies,₹199.00,4.5
The Unusual Billionaires,Saurabh Mukherjea,History,Biographies & Autobiographies,₹271.00,4.5
Meditations,Marcus Aurelius,History,Ancient,₹234.00,4.4
The Penguin History of Early India : From the Origins to AD 1300,Romila Thapar,History,Ancient,₹270.00,4.4
The Republic by Plato: Philosophical Masterpiece | Ancient Greek Philosophy | Ideal State | Political Theory | Socratic Dialogues | Virtue & Justice | Ethical Inquiry | Enlightenment Classic | Timeless Philosophical Work | Essential Reading for Thinkers,Plato,History,Ancient,₹189.00,4.4
The Art of War,Lionel Giles translator,History,Ancient,₹333.00,4.4
Meditations (Penguin Classics),Marcus Aurelius,History,Ancient,₹216.82,4.4
Ancient India,R. C. Majumdar,History,Ancient,₹270.00,4.4
"1177 B.C.: The Year Civilization Collapsed: Revised and Updated (Turning Points in Ancient History, 6)",Eric H. Cline,History,Ancient,₹414.00,4.4
India: A History,John Keay,History,Ancient,₹629.00,4.4
Jatakas :Birth Stories Of The Bodhisatta,Sarah Shaw,History,Ancient,₹319.70,4.4
ASHOKA,Charles Allen,History,Ancient,₹473.00,4.4
The Republic | Plato | Hardcover | International Bestseller Book,Plato,History,Ancient,₹140.00,4.4
Somanatha : The Many Voices of a History,Romila Thapar,History,Ancient,₹242.00,4.4
"Best of Philosophy Books - Selected Letters from a Stoic, Meditations, Prophet, The Republic (Set of 4 Books)","Plato Seneca, Marcus Aurelius, Kahlil Gibran",History,Ancient,₹492.00,4.4
"Same as Ever: Timeless Lessons on Risk, Opportunity and Living a Good Life",Morgan Housel,History,Biographies & Autobiographies,₹323.00,4.4
Chanakya Neeti,Acharya Chanakya,History,Biographies & Autobiographies,₹225.00,4.4
"The Story of My Experiments With Truth: Mahatma Gandhi, An Autobiography (Hindi)",Mahatma Gandhi,History,Biographies & Autobiographies,₹168.00,4.4
How Prime Ministers Decide,Neerja Chowdhury,History,Biographies & Autobiographies,₹750.00,4.4
Everything I Know About Love : Now a Major BBC One Series,Dolly Alderton,History,Biographies & Autobiographies,₹406.25,4.4
Meditations,Marcus Aurelius,History,Ancient,₹99.00,4.3
Meditations Deluxe Hardbound Edition,Marcus Aurelius,History,Ancient,₹299.00,4.3
Aryans,Charles Allen,History,Ancient,₹559.00,4.3
"Indians: A Brief History of a Civilization by Namit Arora: Must Read on Indian Civilisation, Glimpse of History of Indian Culture, Non-fiction by Indian Author, Penguin [Hardcover] Arora, Namit",Namit Arora,History,Ancient,₹407.00,4.3
Meditations,Marcus Aurelius,History,Ancient,₹99.00,4.3
Rajaraja Chola: Interplay Between an Imperial Regime and Productive Forces of Society,Raghavan Srinivasan,History,Ancient,₹283.00,4.3
CLASS-VI (6th) NCERT BOOK FOR HISTORY,NCERT,History,Ancient,₹36.00,4.3
Zero to Billions - The Zerodha Story: An inspiring story on how a startup disrupted the Indian Stock Market (Indian Unicorns),ABHISHEK B,History,Biographies & Autobiographies,₹49.00,4.3
Doglapan : The Hard Truth about Life and Start-Ups,ASHNEER GROVER,History,Biographies & Autobiographies,₹254.00,4.3
World's Greatest Leaders: Biographies of Inspirational Personalities For Kids,Wonder House Books,History,Biographies & Autobiographies,₹99.00,4.3
Adolf Hitler (Hindi),MAHESH DUTT SHARMA,History,Biographies & Autobiographies,₹51.48,4.3
Tao Te Ching Deluxe Hardbound Edition,Lao Tzu,History,Ancient,₹259.00,4.2
"Pehla Sanatan Hindu ""पहला सनातन हिंदू"" Book in Hindi- Ratneshwar",Ratneshwar,History,Ancient,₹180.00,4.2
"Memory: How to Develop, Train and Use It | Original Edition | Premium Paperback",William Walker Atkinson,History,Biographies & Autobiographies,₹122.00,4.2
The Art of War (Telugu),Sun Tzu,History,Ancient,₹97.23,4.1
Why I Killed Gandhi?,Nathuram Godse,History,Biographies & Autobiographies,₹159.00,4.1
Letters from a Stoic,Seneca,History,Ancient,₹206.00,4.0
தெரிந்த வரலாற்றின் தெரியாத பக்கங்கள் (Tamil Edition),கிருஷ்ணவேல் TS,History,Ancient,₹250.00,4.0
The Art of War Marathi,Sun Tzu,History,Ancient,₹97.23,3.9
Introducing Buddha: A Graphic Guide (Graphic Guides),Borin Van Loon,History,Biographies & Autobiographies,₹249.85,3.9
The Other Side of History: Daily Life in the Ancient World,Robert Garland,History,Ancient,"₹1,774.00",0.0
Borsi Bhar Aanch,Yatish Kumar,History,Biographies & Autobiographies,₹350.00,0.0
"PUBLICATION MANUAL OF THE AMERICAN PSYCHOLOGICAL ASSOCIATION, 7TH EDITION",American Psychological Association,"Language, Linguistics & Writing",Writing Guides,"₹1,119.00",4.8
"MLA Handbook, 9/e",The Modern Language Association of America,"Language, Linguistics & Writing",Writing Guides,₹348.00,4.7
"Story: Style, Structure, Substance, and the Principles of Screenwriting",Robert McKee,"Language, Linguistics & Writing",Writing Guides,"₹2,612.00",4.7
Save the Cat! Writes a Novel: The Last Book On Novel Writing You'll Ever Need,Jessica Brody,"Language, Linguistics & Writing",Writing Guides,₹460.00,4.7
SELF-HELP GD FOR COPYWRITERS: A resource for writing headlines and building creative confidence,Dan B Nelken,"Language, Linguistics & Writing",Writing Guides,₹499.00,4.7
The Art and Business of Online Writing: How to Beat the Game of Capturing and Keeping Attention,Nicolas Cole,"Language, Linguistics & Writing",Writing Guides,₹449.00,4.7
The Anatomy of Story,John Truby,"Language, Linguistics & Writing",Writing Guides,₹479.00,4.6
Wired for Story: The Writer's Guide to Using Brain Science to Hook Readers from the Very First Sentence,Lisa Cron,"Language, Linguistics & Writing",Writing Guides,₹446.99,4.6
ON WRITING (REISSUES),Stephen King,"Language, Linguistics & Writing",Writing Guides,₹415.00,4.6
BURN AFTER WRITING,Sharon Jones,"Language, Linguistics & Writing",Writing Guides,₹325.00,4.6
"Master English Grammar Like A Pro: The 112 Essential, Explained Grammar Rules Structures for Beginners and Advanced English Learners So You Can Unlock and Understand English Like A Native Speaker.",Matthew  Roberts,"Language, Linguistics & Writing",Writing Guides,₹449.00,4.6
The Nutshell Technique: Crack the Secret of Successful Screenwriting,Jill Chamberlain,"Language, Linguistics & Writing",Writing Guides,₹448.35,4.6
My First Little Librarian: Boxset of 12 Best Board Books for Kids,THE BOOK TREE,"Language, Linguistics & Writing",Writing Guides,₹389.00,4.5
THE ARTIST'S WAY,Julia Cameron,"Language, Linguistics & Writing",Writing Guides,₹519.00,4.5
"The Science of Storytelling: Why Stories Make Us Human, and How to Tell Them Better",Will Storr,"Language, Linguistics & Writing",Writing Guides,₹348.16,4.5
My First Book of Patterns Small Letters: Write and Practice Patterns and Small Letters a to z,Wonder House Books,"Language, Linguistics & Writing",Writing Guides,₹99.00,4.5
The Art of Explanation: How to Communicate with Clarity and Confidence,Ros Atkins,"Language, Linguistics & Writing",Writing Guides,₹434.00,4.5
Save the Cat!: The Last Book on Screenwriting You'll Ever Need,Blake Snyder,"Language, Linguistics & Writing",Writing Guides,₹850.00,4.5
Screenplay,Syd Field,"Language, Linguistics & Writing",Writing Guides,₹644.52,4.5
Bird by Bird,Anne Lamott,"Language, Linguistics & Writing",Writing Guides,₹406.25,4.5
Smart Brevity: The Power of Saying More with Less,Roy Schwartz,"Language, Linguistics & Writing",Writing Guides,₹404.00,4.5
LKG 272 Page 4 Book Copy Pattern Hand Writing Practice KG 1 Kindergarten Kids 3-5 Yrs Full Syllabus Hindi English Maths GK / EVS Pre Written Home Work Strokes Tracing Alphabets Words Numbers Varnamala,3H Learning,"Language, Linguistics & Writing",Writing Guides,₹333.00,4.5
COL ESSAY ESSENTIALS: A Step-by-Step Guide to Writing a Successful College Admissions Essay,Ethan Sawyer,"Language, Linguistics & Writing",Writing Guides,₹706.06,4.5
The Science of Storytelling,Will Storr,"Language, Linguistics & Writing",Writing Guides,"₹1,172.00",4.5
The Only Grammar Book You'll Ever Need: A One-Stop Source for Every Writing Assignment,Susan Thurman,"Language, Linguistics & Writing",Writing Guides,₹247.95,4.5
The Art of Explanation: How to Communicate with Clarity and Confidence,Ros Atkins,"Language, Linguistics & Writing",Writing Guides,₹277.30,4.5
Word Power Made Easy [Paperback] Norman Lewis,Norman Lewis,"Language, Linguistics & Writing",Writing Guides,₹101.00,4.4
Blossom English Alphabet Writing Book (A) for Kids | Capital Letter Practice and Activities for Nursery Children | 70 Practice Boxes for each Letter [Paperback] Content Team at Target Publication,TARGET PUBLICATIONS,"Language, Linguistics & Writing",Writing Guides,₹125.00,4.4
"Writing With Ease – Writing Skills, Creative Writing In English (Revised Edition)",Usha Pandit,"Language, Linguistics & Writing",Writing Guides,₹699.00,4.4
Blossom English Alphabet Writing Book for Kids | 3 to 5 Year Old | ABCD Capital and Small Letter Practice and Activities for Nursery Children | 55 Practice Boxes for each Letter [Paperback] Target Publication,TARGET PUBLICATIONS,"Language, Linguistics & Writing",Writing Guides,₹121.00,4.4
English Handwriting Practice | Normal Font | English Writing Book 3 - Don't Bear the Bully Story Writing for Kids | Build Social Awareness Skills [Paperback] Woodsnipe Publishing House,Woodsnipe Publishing House,"Language, Linguistics & Writing",Writing Guides,₹125.00,4.4
Lines And Curves ( Pattern Writing ) -1,Dreamland Publications,"Language, Linguistics & Writing",Writing Guides,₹94.00,4.4
"Nurture Pattern Writing and Stroke Books for Kids | 2 to 5 Year | Practice Standing and Sleeping Lines, Curves, ABCD Alphabet Tracing for Children | Includes Colourful Pictures, Activities | Set of 3 [Paperback] TARGET PUBLICATIONS",TARGET PUBLICATIONS,"Language, Linguistics & Writing",Writing Guides,₹239.00,4.4
City on Fire: A Boyhood in Aligarh,Zeyad Masroor Khan,"Language, Linguistics & Writing",Writing Guides,₹389.00,4.4
The Magic Hand Writing Book GUJARATI | Mulaxar | Words | Maths | 4 Book Set | 1 Pen Set,Teachelps,"Language, Linguistics & Writing",Writing Guides,₹300.00,4.4
"All in One - Writing Practice Fun - Write and Practice Capital Letters, Small Letters, Hindi Varnamala and Numbers",Maple Press,"Language, Linguistics & Writing",Writing Guides,₹117.00,4.4
My Big Book Of Patterns And Pencil Control,Wonder House Books,"Language, Linguistics & Writing",Writing Guides,₹259.00,4.4
The Elements of Style (Hardcover Library Edition),William Strunk,"Language, Linguistics & Writing",Writing Guides,₹181.00,4.4
Pixar Storytelling: Rules for Effective Storytelling Based on Pixar's Greatest Films,Dean Movshovitz,"Language, Linguistics & Writing",Writing Guides,"₹1,441.00",4.4
"Writing That Works, 3E: How to Communicate Effectively in Business",Kenneth Roman,"Language, Linguistics & Writing",Writing Guides,₹549.00,4.3
As I Like It,Karan Thapar,"Language, Linguistics & Writing",Writing Guides,₹295.00,4.3
"On Writing Well, 30th Anniversary Edition: An Informal Guide to Writing Nonfiction",William Zinsser,"Language, Linguistics & Writing",Writing Guides,₹309.80,4.3
In Other Words,Jhumpa Lahiri,"Language, Linguistics & Writing",Writing Guides,₹205.00,4.2
Cursive Writing Book | Magic Groove Book | 1 Pen Set,Sejal Bhuva,"Language, Linguistics & Writing",Writing Guides,₹155.00,4.2
Reusable Wipe And Clean Book - Small Letters : Write And Practice Small Letters,Wonder House Books,"Language, Linguistics & Writing",Writing Guides,₹137.00,4.2
Daily Rituals,Mason Currey,"Language, Linguistics & Writing",Writing Guides,₹481.00,4.1
Set-rapidex Self Letter Drafting Course (rx),Pustak Mahal Editorial Board,"Language, Linguistics & Writing",Writing Guides,₹189.00,4.0
Pencil Control Book for Kids | Set Of 3 Pattern Writing Nursery Books For Play School & Kindergarten 2 Year Old Kid | From InIkao,InIkao,"Language, Linguistics & Writing",Writing Guides,₹162.00,3.9
"Email Writing for Beginners: Examples, Etiquette, and Mistakes",Yogesh Vermani,"Language, Linguistics & Writing",Writing Guides,₹265.00,3.7
: Rapidex English Noting & Drafting Course,PUSTAK MAHAL EDITORIAL BOARD,"Language, Linguistics & Writing",Writing Guides,₹236.00,3.6
"Taxmann's Companies Act with Rules | POCKET | PAPERBACK – Most authentic & comprehensive book covering amended, updated & annotated text of the Companies Act with 55+ Rules, etc. [2024]",Taxmann,Law,Tax Law,₹989.00,5.0
Taxmann's All About New Criminal Laws | BNS | BNSS | BSA – Dictionary-style Alphabetical Handbook to Simplify the Complexities of India's New Criminal Laws Encompassing 500+ Concepts,Taxmann,Law,Tax Law,₹250.00,5.0
Employees' Provident Funds and Miscellaneous Provisions Act 1952 as amended by alongwith Employees' Provident Funds Scheme 1952,Professional,Law,Tax Law,₹323.00,5.0
"Taxmann’s Deduction of Tax at Source (TDS/TCS) with Advance Tax & Refunds – Guidance on practical problems supported by Illustrations, Case Law, Legal Jurisprudence, etc. [Finance Act 2023]",Dr. Vinod K. Singhania,Law,Tax Law,"₹1,546.00",5.0
Comprehensive Self Study Book Goods and Service Tax | CA Intermediate | Applicable for May 2024 Exam,CA Nishant Kumar,Law,Tax Law,₹880.00,5.0
"NISM X Taxmann's Mutual Fund Distributors – Covering basics of mutual fund, role & structure, mutual fund schemes & features, accounting, valuation & taxation aspects, etc., for mutual funds industry",NISM (An Educational Initiative of SEBI),Law,Tax Law,₹649.00,5.0
Taxmann's Demystifying ESG – Combining a theoretical understanding with practical applications to address each aspect of ESG essential for the Indian business landscape,Dr. Garima Dadhich; Dr. Ravi Raj Atrey,Law,Tax Law,₹620.00,5.0
NISM X Taxmann's Investment Adviser Combo – Level 1 (X-A) | Level 2 (X-B) | Built for Enhancing Financial Industry Advisory Services | Set of 2 Books – Certification Examination Workbook,NISM (An Educational Initiative of SEBI),Law,Tax Law,"₹1,448.00",5.0
Handbook on INTERNAL AUDITING,CA. KAMAL GARG,Law,Tax Law,₹980.00,5.0
"Taxmann's Principles of Taxation Laws – Amended & updated student-oriented book to interpret, explain & illustrate the provisions of the Income Tax Act along with Case Laws [Finance Act 2023]",Dr. Neha Pathakji,Law,Tax Law,₹895.00,5.0
Taxmann's Bharatiya Sakshya Adhiniyam (BSA) 2023 – Comprehensive Legal Resource featuring Bare Act | Comparative Study of BSA & Evidence Act | Section-wise Tables | Section Key | Subject Index,Taxmann,Law,Tax Law,₹130.00,4.7
"Taxmann X NISM's Equity Derivatives – Insights into strategies, risk management & regulatory norms | Elucidates derivative products, trading mechanisms & investor protection practices",NISM (An Educational Initiative of SEBI),Law,Tax Law,₹347.00,4.6
Premier Medical Jurisprudence And Toxicology By Dr Gupta & Agrawal 2022 EDITION,Dr Gupta,Law,Tax Law,"₹2,495.00",4.6
"IIBF’s IT Security – Covering all Essentials of IT Security in Banking Institutes such as Overview, Security Controls, Security Threats and IS Audit & Regulatory Compliance",Indian Institute of Banking & Finance,Law,Tax Law,₹403.00,4.5
"IIBF�s International Trade Finance � Systematic and Comprehensive Overview of the International Trade Finance Practices with Emphasis on the Procedures, Documentation, and Regulatory Framework [Paperback] Indian Institute of Banking & Finance",Indian Institute of Banking & Finance,Law,Tax Law,₹254.00,4.4
"IIBF's Micro, Small and Medium Enterprises – Covering all important aspects of MSMEs in India, including setting-up of MSME, MSME policy, regulatory legal & institutional framework, etc.",Indian Institute of Banking & Finance (IIBF),Law,Tax Law,₹675.00,4.4
Taxmann's Direct Taxes Ready Reckoner (DTRR) | A.Y. 2023-24 & 2024-25 – Illustrative Ready Referencer on Income-tax with Focused Analysis | Break-even Tables for Alternative Tax Regime | 47th Edition,Dr. Vinod K. Singhania,Law,Tax Law,"₹1,530.00",4.4
IIBF�s Ethics in Banking � An attempt to sensitise banking professionals on the interlinkage of one�s ethical behaviour and maintenance of public confidence in the system along with case studies [Paperback] Indian Institute of Banking & Finance,Indian Institute of Banking & Finance,Law,Tax Law,₹450.00,4.4
IIBF X Taxmann's Bankers' Handbook on Credit Management – Comprehensive Guide for Bankers in Managing Credit Portfolios with Practical Examples | Regulatory Guidelines | Recent Developments,Indian Institute of Banking & Finance,Law,Tax Law,"₹1,105.00",4.3
"NISM's Research Analyst – Comprehensive guide covering vital topics for company research, including market basics, industry drivers, risk-return fundamentals, economic analysis, etc.",NISM (An Educational Initiative of SEBI),Law,Tax Law,₹500.00,4.3
IIBF�s Resolution of Stressed Assets with Special Emphasis on Insolvency and Bankruptcy Code 2016 for Bankers � Along with Important Case Laws | Knowledge Partner � IBBI [Paperback] M R Umarji;Indian Institute of Banking & Finance,Indian Institute of Banking & Finance,Law,Tax Law,₹380.00,4.3
G.S.T. Goods and Services Tax and Customs Duty,Dr. H.C. Mehrotra,Law,Tax Law,₹328.00,4.3
Taxmann's New Criminal Major Acts (BNS | BNSS | BSA) – Transition to the New Criminal Laws with Comparative Analysis | Section-wise Tables | Section Key | Committee Reports et al.,Taxmann,Law,Tax Law,₹664.00,4.2
Taxmann's Bharatiya Nyaya Sanhita (BNS) 2023 – Comprehensive Legal Resource with Bare Act | Comparative Study | Section-wise Tables | Section/Alphabetical Key | Guide to Punishment for Offences,Taxmann,Law,Tax Law,₹234.00,4.2
"PROFESSIONAL'S AIBE Exam 22 book Bare Acts set without Notes, Complete Set of 22 Books Combo as per Bar Council of India Guidelines covering Latest up to date amendments- Full Syllabus Economy Edition",Professional's,Law,Tax Law,"₹1,595.00",4.2
"Taxmann's Income Tax Act – Covering amended, updated & annotated text of the Income-tax Act, 1961 as amended by the Finance Act 2023 in the most authentic format | 68th Edition | 2023",Taxmann,Law,Tax Law,"₹1,759.00",4.2
"Taxmann's GST on Works Contract & Other Construction/EPC Contracts – Covering a broad spectrum of various sector-wise works contracts with detailed analysis, practical case studies, etc.",Sudipta Bhattacharjee,Law,Tax Law,₹890.00,4.2
Taxmann’s New Criminal Laws Combo – Bharatiya Nyaya Sanhita 2023 (BNS) | Bharatiya Nagarik Suraksha Sanhita 2023 (BNSS) | Bharatiya Sakshya Adhiniyam 2023 (BSA) | 3 Books Set,Taxmann,Law,Tax Law,₹635.00,4.1
Goods and Services Tax (G.S.T) Twelfth Revised and updated Edition,Dr. H.C. Mehrotra,Law,Tax Law,₹250.90,4.1
17 Easy Ways to Save Tax on Your Salary,Prithiraj Mukherjee,Law,Tax Law,₹299.00,4.1
Taxmann's Bharatiya Nagarik Suraksha Sanhita (BNSS) 2023 – Comprehensive Legal Resource ft. Bare Act | Comparative Study of BNSS & CrPC | Section-wise Tables | Section/Alphabetical Key | Subject Index,Taxmann,Law,Tax Law,₹304.00,3.9
"Commercial's New Criminal Law Combo Covering - Bharatiya Sakshya Adhiniyam 2023, Bharatiya Nagrik Suraksha Sanhita 2023, Bharatiya Nyaya Sanhita 2023, Paperback - 1 January 2024",Commercial Law Publishers,Law,Tax Law,₹445.00,3.7
"IIBF X Taxmann's Banking & Finance Year Book | 2024 – Essential resource for BFSI professionals encompassing the regulatory, legal, and economic changes in various banking sectors",Indian Institute of Banking & Finance,Law,Tax Law,₹504.00,3.6
"Taxmann's Illustrated Guide to Indian Accounting Standards (Ind AS) – Comprehensive commentary with process flow diagrams, illustrations, comparative analysis, definitions & application guidance etc.",B.D. Chatterjee,Law,Tax Law,"₹2,846.00",3.3
Practical Learning Series Financial Management and Strategic Management for CA Inter New Syllabus 2023,CA B. Saravana Prasath,Law,Tax Law,₹982.00,3.0
Taxmann's New Criminal Laws Combo – भारतीय न्याय संहिता 2023 (BNS) | भारतीय नागरिक सुरक्षा संहिता 2023 (BNSS) | भारतीय साक्ष्य अधिनियम 2023 (BSA) | 3 Books Set,Taxmann,Law,Tax Law,₹965.00,0.0
"Taxmann's Companies Act 2013 | POCKET Edition – Compact & authoritative bare act covering amended, updated & annotated text of Companies Act 2013 in a handy format [2024]",Taxmann,Law,Tax Law,₹470.00,0.0
IIBF X Taxmann's Digital Banking – Seminal guide to familiarise the readers with digital banking advancements and provides practical knowledge for adapting to digital changes in banking,Indian Institute of Banking & Finance,Law,Tax Law,₹698.00,0.0
Taxmann's FAQs on Timely Payments to MSME | An Interplay between Sec. 43B(h) of the Income-tax Act & MSMED Act for Legal Professionals | Accountants | Business Owners,CA Srinivasan Anand G.,Law,Tax Law,₹345.00,0.0
"Taxmann's How to Deal with GST Show Cause Notices with Pleadings – Invaluable resource for understanding and responding to GST Show Cause Notices, blending practicality with legal expertise [2024]",A Jatin Christopher,Law,Tax Law,₹821.00,0.0
"Taxmann's Labour Laws – The most authentic & comprehensive book covering amended & updated text of India's 20+ Labour Laws, including the Factories Act, Industrial Disputes, etc. [2024]",Taxmann,Law,Tax Law,₹648.00,0.0
"Taxmann's PIO's Guide to RTI – Based on 1,00,000 categorised orders from the CIC & Courts, provides insights into the RTI Act's nuances, implementation, and strategies to counteract misuse",Dr. Rajesh Kumar Verma,Law,Tax Law,"₹1,889.00",0.0
"Taxmann's Handbook on New Criminal Laws – Detailed, in-depth [450+ pages] analysis on BNS | BNSS | BSA, including comprehensive guides, comparative studies, subject index, a guide to punishments, etc.",Taxmann,Law,Tax Law,₹670.00,0.0
"Taxmann's Insolvency and Bankruptcy Code Ready Reckoner – Comprehensive, complete & accurate, topic-wise commentary on 25+ topics of IBC along with relevant Rules/Regulations, Case Laws, etc.",V.S Datey,Law,Tax Law,"₹1,079.00",0.0
NISM X Taxmann's Securities Markets Foundation – Covering all important topics to impart the basic knowledge of the Indian Securities Markets suitable for entry-level professionals,NISM (An Educational Initiative of SEBI),Law,Tax Law,₹390.00,0.0
"Taxmann's Understanding New Criminal Laws – A Simplified and Concise Dictionary-Style Companion to Answer 'What Changed' in BNS, BNSS, and BSA, Encompassing 550+ Key Concepts",Taxmann,Law,Tax Law,₹175.00,0.0
Priciples of Taxation Law Covering Syllabus of LL.B. Course of All India Universities,Dr. Ravi Gupta & Kriti Chawla Girish Ahuja,Law,Tax Law,₹609.00,0.0
"Taxmann's Companies Act with Rules | POCKET | HARDBOUND – Most authentic & comprehensive book covering amended, updated & annotated text of the Companies Act with 55+ Rules, etc. [2024]",Taxmann,Law,Tax Law,"₹1,079.00",0.0
Taxmann's Competition Laws Manual with Case Law Digest – Authentic Compendium of Amended & Updated Text of the Act/Rules/Circulars & Notifications/Case Laws on Competition Laws in India [2024],Taxmann,Law,Tax Law,"₹1,028.00",0.0
Taxmann's Law & Practice Relating to UAE Corporate Tax – Article-wise commentary in a clear example-driven format to bridge the gap b/w theory & practice | Federal Decree-Law No. 47 of 2022,CA Nirav Shah,Law,Tax Law,"₹2,199.00",0.0
INTERFAITH - 2,VIDHYA SOOD,Literature & Fiction,"Crime, Thriller & Mystery",₹449.00,5.0
Har Din Lakshya Ki Oar,Luke Coutinho/लूक कुटिन्हो,Literature & Fiction,Essays,₹150.00,5.0
Once Upon a Time in KREC: Mirthful Musings of '81,Padmanand Warrier,Literature & Fiction,Humour,₹165.00,5.0
I Don't Love You Anymore: Moving On & Living Your Best Life,Rithvik Singh,Literature & Fiction,Poetry,₹299.00,5.0
Faaslay: A collection of nazms,Tauseef Ali,Literature & Fiction,Poetry,₹240.00,5.0
How to Love in Sanskrit: Poems,Anusha Rao,Literature & Fiction,Poetry,₹465.00,5.0
Musings of the Uninitiated,Aimi Hodiwala Rale,Literature & Fiction,Poetry,₹150.00,5.0
Gabbilam : A Dalit Epic,Chinnaiah Jangam,Literature & Fiction,Poetry,₹235.00,4.9
Ishq Baghawat । Ishq Bagawat । इश्क़ बग़ावत [ Ritesh Rajwada / रितेश रजवाड़ा ],Ritesh Rajwada,Literature & Fiction,Poetry,₹170.00,4.9
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹212.80,4.8
Harry Potter and the Half-Blood Prince,J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹313.95,4.8
Harry Potter and the Goblet of Fire,J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹313.95,4.8
Harry Potter and the Deathly Hallows,J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹313.95,4.8
Harry Potter and the Prisoner of Azkaban,J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹381.45,4.8
Harry Potter and the Goblet of Fire,J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹542.00,4.8
Harry Potter and the Half-Blood Prince,J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹510.00,4.8
"Harry Potter and the Deathly Hallows, Book 7",J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction","₹1,599.00",4.8
"Harry Potter and the Goblet of Fire, Book 4",J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction","₹1,599.00",4.8
"""MeMés"": Nonstop Laughing,Mad Moment Fresh Your Mind",James N. Yanez,Literature & Fiction,Humour,₹249.00,4.8
HUMSAFAR : The World of Urdu Poetry by Hitesh Gupta Aadil,Hitesh Gupta Aadil,Literature & Fiction,Poetry,₹324.00,4.8
Sunderkand (Hindi),Goswami Tulsidas,Literature & Fiction,Classic Fiction,₹99.00,4.7
"Magic Drum and Other Favourite Stories, The [Paperback] Sudha Murty",Murty Sudha,Literature & Fiction,Classic Fiction,₹167.00,4.7
The Picture of Dorian Gray (Deluxe Hardbound Edition),Oscar Wilde,Literature & Fiction,Classic Fiction,₹324.00,4.7
Mahagatha: 100 Tales from the Puranas,Satyarth Nayak,Literature & Fiction,Classic Fiction,₹406.25,4.7
Best of George Orwell Boxed Set (Animal Farm & 1984) Set of 2 Books,George Orwell,Literature & Fiction,Classic Fiction,₹199.00,4.7
"The Long Haul (Diary of a Wimpy Kid book 9) [Paperback] Kinney, Jeff",Jeff Kinney,Literature & Fiction,Classic Fiction,₹234.00,4.7
The Reaper: An Enemies to Lovers Dark Romance (Dark Verse Book 2),RuNyx,Literature & Fiction,"Crime, Thriller & Mystery",₹198.00,4.7
The Picture of Dorian Gray (Deluxe Hardbound Edition),Oscar Wilde,Literature & Fiction,"Crime, Thriller & Mystery",₹324.00,4.7
Waiting For A Visa,Dr Ambedkar,Literature & Fiction,Essays,₹221.00,4.7
Discourses and Selected Writings,Epictetus,Literature & Fiction,Essays,₹286.00,4.7
The Myth of Sisyphus,Albert Camus,Literature & Fiction,Essays,₹324.00,4.7
Harry Potter and the Philosopher's Stone,J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹313.95,4.7
Harry Potter and the Chamber of Secrets,J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹298.30,4.7
Harry Potter and the Order of the Phoenix,J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹313.95,4.7
Harry Potter and the Philosopher's Stone,J.K. Rowling,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹353.00,4.7
The Picture of Dorian Gray (Deluxe Hardbound Edition),Oscar Wilde,Literature & Fiction,"Fantasy, Horror & Science Fiction",₹324.00,4.7
