Title,Author,Main Genre,Sub Genre,Price,Rating
"The Power of One Thought: Master Your Mind, Master Your Life",BK Shivani,Religion,Religious Studies,₹203.00,4.8
All Religions Are Not The Same,Sanjay Dixit,Religion,Religious Studies,₹250.00,4.9
Practical Vedanta (Swami Vivekananda Motivational & Inspirational Book) - Embracing Practical Wisdom: Swami Vivekananda's Teachings on Applying Vedanta in Daily Life,Swami Vivekananda,Religion,Religious Studies,₹53.10,4.7
Hanuman Chalisa - Hanuman Chalisa Pocket Size Book (Hindi & English) - Gods of India,Goswami Tulsidas,Religion,Religious Studies,₹138.00,4.8
The Hidden Hindu (Hindi Translation of The Hidden Hindu) Paperback,Akshat Gupta,Religion,Religious Studies,₹170.00,4.5
Life's Amazing Secrets: How to Find Balance and Purpose in Your Life,Gaur Gopal Das,Religion,Religious Studies,"₹1,005.00",4.6
The Ancient Science of Mantras,Om Swami,Religion,Religious Studies,₹320.00,4.5
Inner Engineering: A Yogi’s Guide to Joy - English [Paperback] Sadhguru,Sadhguru,Religion,Religious Studies,₹196.00,4.6
"Shri Ram Charitmanas Gita Press Ramcharitmanas, Tulsidas Krit Ramcharitmanas, Code-81,(Hardcover, Hindi, Goswami Tulsidas)",Gita Press Gorakhpur,Religion,Religious Studies,₹330.00,4.8
Think Like a Monk 1st edition - Train your M,Jay Shetty,Religion,Religious Studies,₹335.00,4.6
"Rumi's Little Book of Life: The Garden of the Soul, the Heart, and the Spirit",Rumi,Religion,Religious Studies,₹238.00,4.5
The Shiva Sutras,Ranjit Chaudhri,Religion,Religious Studies,₹154.25,4.7
JEEVAN KE ADHBHUT RAHASYA (HINDI),DAS GAUR GOPAL,Religion,Religious Studies,₹139.00,4.5
Adhyatmikta,Rajarshi Ranjan Nandy,Religion,Religious Studies,₹335.00,4.7
KARMA: A YOGI'S GUIDE TO CRAFTING YOUR DESTINY,Sadhguru,Religion,Religious Studies,₹290.00,4.7
Mahagatha: 100 Tales from the Puranas,Satyarth Nayak,Religion,Religious Studies,₹406.25,4.7
Mahabharata Unravelled: Lesser-Known Facets of a Well-Known History,Ami Ganatra,Religion,Religious Studies,₹389.00,4.7
"Energize Your Mind: Learn the Art of Mastering Your Thoughts, Feelings and Emotions",Gaur Gopal Das,Religion,Religious Studies,₹879.00,4.6
Hanuman Chalisa (Paperback),Shubha Vilas,Religion,Religious Studies,₹159.00,4.7
101 Essays That Will Change The Way You Think,Brianna Wiest,Religion,Religious Studies,₹455.00,4.3
Secrets of Divine Love : A Spiritual Journey into the Heart of Islam,A.Helwa,Religion,Religious Studies,₹227.00,4.7
DEATH: AN INSIDE STORY,Sadhguru,Religion,Religious Studies,₹236.00,4.7
Introducing Buddha: A Graphic Guide (Graphic Guides),Borin Van Loon,Religion,Religious Studies,₹249.85,3.9
Apprenticed To A Himalayan Master: A Yog: A Yogi's Autobiography,Sri M,Religion,Religious Studies,₹334.00,4.7
Bhagavad Gita As It Is (Kannada) - 165/-,A.C. Bhaktivedanta Swami Prabhupada,Religion,Religious Studies,₹299.00,4.7
Sankshipt Shiv Puran ( Gitapress Gorakhpur ) In 4 Volumes,Geeta Press,Religion,Religious Studies,₹330.00,4.7
Shri Ramcharitmanas By Goswami Tulsidasji - With Meaning Explained In Hindi Code 82 Hardcover Best Quality Page,Gita Press Gorakhpur,Religion,Religious Studies,₹188.00,4.7
AGHORA :AT THE LEFT HAND OF GOD,Robert Svobod,Religion,Religious Studies,₹256.00,4.6
Inner Engineering (Hindi),सद्गुरु,Religion,Religious Studies,₹162.00,4.5
"The Book of Rumi: 105 Stories and Fables that Illumine, Delight, and Inform",Rumi,Religion,Religious Studies,₹246.00,4.4
AGHORA II KUNDALINI,Robert Svobod,Religion,Religious Studies,₹256.00,4.6
"What Are You Doing With Your Life? [Paperback] Krishnamurti, J.",J. Krishnamurti,Religion,Religious Studies,₹194.00,4.5
Ashtavakra Gita,Swami Nityaswarupananda,Religion,Religious Studies,₹99.00,4.5
You Can Be The Happiest Women In The World (The route to happiness) Latest Edition,Dr.Aid al-Qarni,Religion,Religious Studies,₹120.00,4.5
"""Mahabharata: The Great Indian Epic by Sudarshan Ray - English | Paperback | Book on Ancient Indian Stories about Pandavas and Kauravas | Kurukshetra War | Greatest Epic of India""",Sudarshan Ray,Religion,Religious Studies,₹199.00,4.3
AGHORA-III: THE LAW OF KARMA,Svoboda,Religion,Religious Studies,₹195.00,4.7
AN INTRODUCTION TO INDIAN PHILOSOPHY,Satishchandra Chatterjee,Religion,Religious Studies,₹191.00,4.5
Autobiography of A Yogi Tamil,Paramahansa Yogananda,Religion,Religious Studies,₹211.27,4.7
The Little Blue Book on Krishna by Shubha Vilas (Deluxe Silk Hardbound) - Hindu Deity | Lord Krishna | Religion | Spirituality | Explore the Cultural Heritage of Krishna Worship | A Collection of Devotional Stories,Shubha Vilas,Religion,Religious Studies,₹271.00,4.6
The God Delusion : 10th Anniversary Edition,Richard Dawkins,Religion,Religious Studies,₹397.00,4.6
Meditations: A New Translation,MARCUS AURELIUS,Religion,Religious Studies,₹196.00,4.3
Shree Hita Chaurasi Shri Hita Sphuta Vani Shri Sevak Vani Evam Shri Radha Radhasudhanidhi Stotranam Shri Hita Chaurasi / Shri Hit Chaurasi,SHREE HITA RADHA KELI KUNJ,Religion,Religious Studies,₹439.00,4.8
Dwapar Katha: The Stories of the Mahabharata,Sudipta Bhawmik,Religion,Religious Studies,₹389.00,4.8
The Hidden Power of Gayatri Mantra,Om Swami,Religion,Religious Studies,₹235.00,4.6
மாயோனின் காரிகை அவள்...! (Tamil Edition),யாஷ் கார்முகில்  Yash Karmugil,Romance,Action & Adventure,₹351.00,4.3
மோதும் மோகனங்கள் : Mothum mokanangal (Tamil Edition),ஜெநிஷா  தீன் ,Romance,Action & Adventure,₹499.00,3.9
YOU ONLY LIVE ONCE,STUTI CHANGLE,Romance,Action & Adventure,₹164.00,4.4
When She Unravels: A Dark Mafia Romance (The Fallen Book 1),Gabrielle Sands,Romance,Action & Adventure,₹416.00,4.4
Skin of a Sinner: A Dark Childhood Best Friends Romance,Avina St. Graves,Romance,Action & Adventure,₹283.00,4.0
KING: Alliance Series Book Two,S.J. Tilly,Romance,Action & Adventure,₹149.00,4.4
Bound by Hatred: Enemies to Lovers Indian Romance,M.V. Kasi,Romance,Action & Adventure,₹199.00,4.4
உண்மைச் சொன்னால் நேசிப்பாயா?? (முழு தொகுப்பு) (Tamil Edition),யாஷ் கார்முகில்  Yash karmugil ,Romance,Action & Adventure,₹500.00,4.3
விழி தேடும் விதிகள் : VIZHI THEDUM VITHIKAL (Tamil Edition),LATHA B,Romance,Action & Adventure,₹299.00,4.0
DOM: Alliance Series Book Three,S.J. Tilly,Romance,Action & Adventure,₹415.00,4.6
When She Falls: A Dark Mafia Enemies to Lovers Romance (The Fallen Book 3),Gabrielle Sands,Romance,Action & Adventure,₹549.00,4.4
HANS: Alliance Series Book Four,S.J. Tilly,Romance,Action & Adventure,₹415.00,4.6
NERO: Alliance Series Book One,S.J. Tilly,Romance,Action & Adventure,₹415.00,4.2
Broken Whispers: An Arranged Marriage Mafia Romance (Perfectly Imperfect Book 2),Neva Altaj,Romance,Action & Adventure,₹333.00,4.4
Ruined Secrets: An Age Gap Arranged Marriage Mafia Romance (Perfectly Imperfect Book 4),Neva Altaj,Romance,Action & Adventure,₹329.00,4.3
Mila: The Godfather (Unholy Trinity Book 7),Adriana Brinne,Romance,Action & Adventure,₹247.00,4.3
Blood of My Monster: A Dark Mafia Romance (Monster Trilogy Book 1),Rina Kent,Romance,Action & Adventure,₹416.00,4.6
When She Tempts: A Dark Mafia Age Gap Romance (The Fallen Book 2),Gabrielle Sands,Romance,Action & Adventure,₹549.00,4.4
புல்லாங்குழல் பூவையே (Tamil Edition),தேன் நிலா  J,Romance,Action & Adventure,₹250.00,5.0
Heart of My Monster: A Dark Mafia Romance (Monster Trilogy Book 3),Rina Kent,Romance,Action & Adventure,₹449.00,4.6
The Great Gatsby (Deluxe Hardbound Edition),F. Scott Fitzgerald,Romance,Action & Adventure,₹319.00,4.6
River God: The Egyptian Series 1 (Egypt Series),Wilbur Smith,Romance,Action & Adventure,₹331.55,4.5
Lies of My Monster: A Dark Mafia Romance (Monster Trilogy Book 2),Rina Kent,Romance,Action & Adventure,₹415.00,4.6
சிவனின் சக்தியிவள் (Tamil Edition),தேன் நிலா  J,Romance,Action & Adventure,₹250.00,4.4
பூந்தோட்ட காதல்காரா! : (காதல் இளவரசி) விஷ்ணுப்ரியா (Tamil Edition),(காதல் இளவரசி)  விஷ்ணுப்ரியா ,Romance,Action & Adventure,₹350.00,4.1
மயக்கமென்ன (Tamil Edition),சஹானா  சனா,Romance,Action & Adventure,₹400.00,3.8
காதல் ரோஜாவே! (Tamil Edition),திவ்யசோபனா Divyashobana,Romance,Action & Adventure,₹650.00,4.2
The Captive: Enemies to Lovers Indian Romance,M.V. Kasi,Romance,Action & Adventure,₹99.00,4.3
நின்னெழில் யேதுரைப்பேன்!: பாகம் 1 & 2 (Tamil Edition),Yaazhini Madhumitha,Romance,Action & Adventure,₹399.00,4.3
"Suspects: A thrilling, high stakes drama from the billion copy bestseller",Danielle Steel,Romance,Action & Adventure,₹357.00,4.5
முள்ளோடு முத்தாட வா... (Tamil Edition),Adhiya அதியா,Romance,Action & Adventure,₹350.00,4.4
RM 7- ரௌத்திரம் பேசடி: RM 7- Rowthiram Pesadi (இராஜ முத்திரை) (Tamil Edition),ஆத்விகா பொம்மு (Aadvika pommu) ,Romance,Action & Adventure,₹200.00,4.5
பகலவ நிலவே..! (Tamil Edition),Aruna  V,Romance,Action & Adventure,₹450.00,4.2
Mafia Virgin: An Italian Dark Mafia Romance (The Kings of Italy Book 5),Mila Finelli,Romance,Action & Adventure,₹332.00,4.3
கிருஷ்ணாரத்யா..! : KRISHNAARADHYA (Tamil Edition),Mathila Suhi,Romance,Action & Adventure,₹360.00,4.1
The Kingpin: A Dark Mafia Romance (Savage Empire Book 1),Piper Stone,Romance,Action & Adventure,₹449.00,4.4
கன்னியின் காளைகள் (Tamil Edition),செவத்த  சிங்காரி ,Romance,Action & Adventure,₹599.00,4.6
Mafia Boss's Surprise Baby: An Age Gap Arranged Marriage Romance (Alpha Mafia Daddies),Kira  Cole,Romance,Action & Adventure,₹331.00,4.2
Detained (Beneath The Mask Series Book 4),Luna Mason,Romance,Action & Adventure,₹415.00,4.5
RM 5- ஆழி சூழ் அழகே : RM 5- Aazhi Soozh Azhage (இராஜ முத்திரை) (Tamil Edition),ஆத்விகா பொம்மு (Aadvika pommu) ,Romance,Action & Adventure,₹400.00,4.5
The seduction and betrayal of Sriya,Ravi Shikha,Romance,Action & Adventure,₹249.00,4.2
TASK ZERO (Hindi Edition),Akash Pathak,Romance,Action & Adventure,₹49.00,4.0
உயிர் நீயே பெண்ணே..! (Tamil Edition),Surya rajarajan,Romance,Action & Adventure,₹400.00,4.3
மின்னலே நீ வந்ததேனடி பாகம் 2: வஞ்சியவளின் வன்காதல் இதுவோ.. (Tamil Edition),அ. மோகனா மணிகண்டன்,Romance,Action & Adventure,₹200.00,4.1
தேனிசை தென்றலும் புயலும் (நாவல்): Season 1 (Tamil Edition),Indhu  Novels ,Romance,Action & Adventure,₹469.00,3.9
Shattered Crown: A Dark Mafia Age Gap Romance (Kozlov Empire Book 4),Monica Kayne,Romance,Action & Adventure,₹415.00,4.3
காதலும் காட்சிப்பிழையோ! (Tamil Edition),Rhea Moorthy,Romance,Action & Adventure,₹350.00,4.4
Taming the Lioness,Ravi Shikha,Romance,Action & Adventure,₹149.00,3.9
"The Temporary Wife: A Marriage of Convenience, Small Town Romance (Once Upon A Time Book 1)",Maya Alden,Romance,Adaptations,₹415.00,4.2
Bindu & The Beast: A Slow Burn Enemies to Lovers,Kushi Sada,Romance,Adaptations,₹99.00,4.6
Fatal Obsession : A Twisted Romeo & Juliet Story (Tales of Obsession Book 2),Drethi A.,Romance,Adaptations,₹49.00,4.4
A Not So Prince Charming (Castleton University Book 1),Jennifer Chipman,Romance,Adaptations,₹332.00,4.3
Rouge: A Dark Billionaire Romance (Tattered Curtain Series),Greer Rivers,Romance,Adaptations,₹416.00,4.3
Rewinding Time: A Pride & Prejudice Variation,Jeff Bigler,Romance,Adaptations,₹331.00,4.1
"Fitzwilliam Darcy, Man of Fortune: A Pride & Prejudice Variation (Dimensions of Darcy Book 5)",Jennifer Joy,Romance,Adaptations,₹399.00,4.3
"Fitzwilliam Darcy, Master Spy: A Pride & Prejudice Variation (Dimensions of Darcy Book 6)",Jennifer Joy,Romance,Adaptations,₹399.00,4.5
5000 Nights of Obsession: A Twisted Gatsby Story (Tales of Obsession Book 1),Drethi  A.,Romance,Adaptations,₹49.00,4.2
An Accidental Proposal: A Pride and Prejudice Novella (The Accidental Love Series),Melanie Rachel,Romance,Adaptations,₹349.00,4.4
Kalyanam@at the rate of: கல்யாணம்@ (Tamil Edition),Monisha  thamizhmoni,Romance,Adaptations,₹200.00,4.2
A Blissful Marriage: A Pride and Prejudice Variation,Lory Lilian,Romance,Adaptations,₹249.00,4.1
Romantic Comedy,Curtis Sittenfeld,Romance,Adaptations,₹482.00,4.1
Tastes Like Shakkar: A Novel (If Shakespeare Were an Auntie Book 2),Nisha Sharma,Romance,Adaptations,₹261.21,4.2
Mr. Darcy and the Girl Next Door: A Sweet Pride and Prejudice Romantic Comedy,Alix James,Romance,Adaptations,₹414.00,4.4
Nala Damayanti: A Modern Adaptation (A Billionaire Romance),Shobana Mahadevan,Romance,Adaptations,₹249.00,4.3
Romantic Comedy: The bestselling Reese Witherspoon Book Club Pick by the author of RODHAM and AMERICAN WIFE,Curtis Sittenfeld,Romance,Adaptations,₹459.80,4.1
"Compromised! - A Pride & Prejudice Variation (Marrying Mr. Darcy, Regency)",J Dawn King,Romance,Adaptations,₹449.00,4.1
Phantom: A Dark Retelling (Tattered Curtain Series),Greer Rivers,Romance,Adaptations,₹399.00,4.3
"Fitzwilliam Darcy, Traitor: A Pride & Prejudice Variation (Dimensions of Darcy Book 1)",Jennifer Joy,Romance,Adaptations,₹399.00,4.4
Medusa: A beautiful and profound retelling of Medusa’s story,Jessie Burton,Romance,Adaptations,₹438.00,4.1
Lost & Found: A Pride & Prejudice Novella (Mischief & Matrimony),Christie Capps,Romance,Adaptations,₹248.00,4.3
Dreadful: A Dark Revenge Retelling (Tattered Curtain Series),Greer Rivers,Romance,Adaptations,₹416.00,4.3
"Fitzwilliam Darcy, Poet: A Pride & Prejudice Variation (Dimensions of Darcy Book 2)",Jennifer Joy,Romance,Adaptations,₹399.00,4.2
The Darcy Secret: A Pride and Prejudice Variation: A Darcy and Elizabeth Regency Mystery Romance,Kelly Miller,Romance,Adaptations,₹399.00,4.2
A More Agreeable Man: A Variation of Jane Austen's Pride and Prejudice,Jan Ashton,Romance,Adaptations,₹331.00,4.3
Kitty Catches Kismet: A Pride and Prejudice Variation (Bennet Ladies Liberation Series Book 2),Jaime Marie Lang,Romance,Adaptations,₹332.00,4.3
Bingley's Indignation,Jann Rowland,Romance,Adaptations,₹373.00,4.0
Lies and Deception: A Pride & Prejudice Variation,Oksana Rothenberg,Romance,Adaptations,₹375.00,3.2
Her Own Happiness,Eden Appiah-Kubi,Romance,Adaptations,₹129.00,4.0
Beautiful Surrender: An Enemies-to-Lovers Romance (Kings of Capital),Ivy Wild,Romance,Adaptations,₹416.00,4.3
Discretion and Daring: A Pride and Prejudice Variation (Sweet Pride and Prejudice Variations),Amelia  Westerly,Romance,Adaptations,₹250.00,4.0
The Mistress of All: A Pride and Prejudice Variation,Lory  Lilian,Romance,Adaptations,₹288.00,4.4
A Folly of Youth: A Pride and Prejudice Variation (The Engaged to Mr Darcy Series),Amy D'Orazio,Romance,Adaptations,₹449.00,4.5
"Irresistibly Alone: A Variation of Jane Austen's Pride and Prejudice (Obstinate, Headstrong Girl Series)",Julie Cooper,Romance,Adaptations,₹332.00,4.4
Medusa: A beautiful and profound retelling of Medusa’s story,Jessie Burton,Romance,Adaptations,₹279.30,4.1
The Truth About Family: A friends to lovers variation of Jane Austen's Pride and Prejudice (Family Matters Series),Lucy Marin,Romance,Adaptations,₹149.00,4.4
Mafia Daddy: A Contemporary Cinderella Fairy Tale (Billionaire Daddies Book 2),Jane Henry,Romance,Adaptations,₹499.00,4.3
The Trouble With Friends: A Pride and Prejudice Variation: A Darcy and Elizabeth Regency Romance,Kelly Miller,Romance,Adaptations,₹331.00,4.2
The Long Journey Home: A Pride & Prejudice Variation (The Misadventures of Darcy & Elizabeth),J Dawn King,Romance,Adaptations,₹449.00,4.4
Belle: A feel-good romance about lost love and second chances from the million-copy selling author.,Tasmina Perry,Romance,Adaptations,₹421.00,4.2
"Twisted Bad Boys: A Mafia, dark, bad boy collection of fairy tale and fable retellings (Twisted Tales Anthology Series)",Maren Smith,Romance,Adaptations,₹750.00,4.5
A Reason to Hope: A Pride & Prejudice Novella (Tender Affection),Christie Capps,Romance,Adaptations,₹248.00,4.3
Dangerous When Wet: A Pride & Prejudice Variation Novella (A Merry Match for Mr. Darcy Book 1),Jennifer Joy,Romance,Adaptations,₹299.00,4.4
Broken Dreams,Chloe Eilon,Romance,Adaptations,₹249.00,5.0
Rainy Days: A Pride and Prejudice Variation,Lory Lilian,Romance,Adaptations,₹249.00,4.3
An Old Acquaintance: A Modern Pride and Prejudice Novella,Cat Andrews,Romance,Adaptations,₹290.00,4.4
Murdered on a Wednesday: A Pride and Prejudice Mystery,Jaime Marie  Lang,Romance,Adaptations,₹332.00,4.2
A Father's Sins: A Pride and Prejudice Variation (The Misadventures of Darcy & Elizabeth),J Dawn King,Romance,Adaptations,₹449.00,4.1
Struggle To Spark: 5 Effective Ways To Save Your Relationships,ANAMIKA MISHRA,Romance,Adaptations,₹49.00,5.0
உன்மத்தம் ஆகுதடி(டா) அழகே! (Tamil Edition),Thanimai Kadhali Novels,Romance,Alpha Male,₹400.00,4.4
DOM: Alliance Series Book Three,S.J. Tilly,Romance,Alpha Male,₹415.00,4.6
My Anti-Hero,Tijan,Romance,Alpha Male,₹414.00,4.5
The Wildcat (Playing To Win Book 2),Bella  Matthews,Romance,Alpha Male,₹414.00,4.5
Bound by Honor (Born in Blood Mafia Chronicles Book 1),Cora Reilly,Romance,Alpha Male,₹294.00,4.2
Twisted Pride: A Dark Mafia Romance (The Camorra Chronicles Book 3),Cora Reilly,Romance,Alpha Male,₹413.00,4.5
Don't Pretend I'm Yours,Natasha Anders,Romance,Alpha Male,₹449.00,4.1
Mafia Boss's Surprise Baby: An Age Gap Arranged Marriage Romance (Alpha Mafia Daddies),Kira  Cole,Romance,Alpha Male,₹331.00,4.2
Secret Mafia Daddy: A Forced Marriage Romance (Alpha Mafia Daddies),Kira  Cole,Romance,Alpha Male,₹331.00,4.2
"Flawless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs Book 1)",Elsie Silver,Romance,Alpha Male,₹242.25,4.4
Smokeshow : A Southern Mafia Romance (Smoke Series Book 1),Abbi Glines,Romance,Alpha Male,₹449.00,4.5
"Heartless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs Book 2)",Elsie Silver,Romance,Alpha Male,₹236.55,4.6
Hopeless (Chestnut Springs Book 5),Elsie Silver,Romance,Alpha Male,₹324.50,4.4
Bound By Love (Born in Blood Mafia Chronicles Book 6),Cora Reilly,Romance,Alpha Male,₹371.00,4.5
"Powerless: The must-read, small-town romance and TikTok bestseller! (Chestnut Springs Book 3)",Elsie Silver,Romance,Alpha Male,₹324.50,4.4
Give Me More (Salacious Players' Club),Sara Cate,Romance,Alpha Male,₹416.00,4.4
Rise Of The King (Restless Kings),Bella Matthews,Romance,Alpha Male,₹409.00,4.5
Twisted Bonds (The Camorra Chronicles Book 4),Cora  Reilly,Romance,Alpha Male,₹413.00,4.6
Bound By The Past (Born in Blood Mafia Chronicles Book 7),Cora Reilly,Romance,Alpha Male,₹374.00,4.4
Mr. Knightsbridge: A standalone workplace opposites attract romance (The Mister Series Book 2),Louise Bay,Romance,Alpha Male,₹449.00,4.4
Camorra Chronicles Collection Volume 2,Cora Reilly,Romance,Alpha Male,₹849.00,4.6
Duke of Manhattan (The Royals Book 2),Louise Bay,Romance,Alpha Male,₹365.00,4.5
"Her Daddy, Her Dom, and Her Doctor",Emily Tilton,Romance,Alpha Male,₹388.22,4.0
Miss Sin: Book Three of the Sin Series,S.J. Tilly,Romance,Alpha Male,₹415.00,4.5
Smoky Darling: Book One of the Darling Series,S.J. Tilly,Romance,Alpha Male,₹416.00,4.3
Best Friend's Brother's Surprise Baby: A Forced Proximity Mafia Romance (Alpha Mafia Daddies),Kira  Cole ,Romance,Alpha Male,₹331.00,4.3
Real,Katy Evans,Romance,Alpha Male,₹302.67,4.5
The Devil Wears Black,L.J. Shen,Romance,Alpha Male,₹129.00,4.5
Fallen Foe (Cruel Castaways),L.J. Shen,Romance,Alpha Male,₹129.00,4.4
The Temptation Trap (The Billionaire Club Book 3),Ivy Layne,Romance,Alpha Male,₹449.00,4.5
Arjun's Jenny: Billionaire Possessive Alpha Male Age-Gap Romance (Unscripted Love Series Book 1),Payal Dedhia,Romance,Alpha Male,₹149.00,4.2
The Billionaire's Baby (Seduced by the Billionaire Book 3),Nadia Lee,Romance,Alpha Male,₹410.00,3.9
Power,Cassandra Robbins,Romance,Alpha Male,₹449.00,4.2
Damaged Like Us (Like Us Series: Billionaires & Bodyguards Book 1),Krista Ritchie,Romance,Alpha Male,₹415.00,4.4
The Enigma (Unlawful Men Book 2),Jodi Ellen Malpas,Romance,Alpha Male,₹407.00,4.7
Ruthless Rival (Cruel Castaways),L.J. Shen,Romance,Alpha Male,₹129.00,4.4
Sold to the Billionaire (The Institute Series Book 12),Emily Tilton,Romance,Alpha Male,₹317.00,4.1
The Dirty Truth,Winter Renshaw,Romance,Alpha Male,₹129.00,4.3
Shared by the Billionaires (Corporate Correction),Emily Tilton,Romance,Alpha Male,₹274.00,3.9
Hawk: An MC Romance (Untamed Hell fire's MC Book 7),Charlotte McGinlay,Romance,Alpha Male,₹210.00,4.4
Defending Zara (Mountain Mercenaries Book 6),Susan Stoker,Romance,Alpha Male,₹129.00,4.7
Watching the Monster (Midnight Stalkers Book 3),Hayley Faiman,Romance,Alpha Male,₹248.00,4.1
Defending Harlow (Mountain Mercenaries Book 4),Susan Stoker,Romance,Alpha Male,₹129.15,4.5
The Every Last Drop Second Trilogy,Amie Heights,Romance,Alpha Male,"₹10,999.00",4.0
The Amendment (The Contract Series Book 2),Melanie Moreland,Romance,Alpha Male,₹449.00,4.6
An Extreme Marriage (The Institute Series Book 2),Emily Tilton,Romance,Alpha Male,₹345.00,4.1
"Done and Dusted: The must-read, small-town romance and TikTok sensation! (Rebel Blue Ranch)",Lyla Sage,Romance,Alpha Male,₹318.60,4.2
Park Avenue Prince (The Royals Book 5),Louise Bay,Romance,Alpha Male,₹449.00,4.4
Latte Darling: Book Two of The Darling Series,S.J. Tilly,Romance,Alpha Male,₹413.00,4.4
Bound By Vengeance (Born in Blood Mafia Chronicles Book 5),Cora Reilly,Romance,Alpha Male,₹374.00,4.3
AN AMISH GATHERING: The Blending of an Amish Family - A Novella (In Search of Amish Love Book 5),Juliet Rohmer,Romance,Amish,₹399.00,4.6
The Ultimate Amish Collection (30 Book Box Set),Orpah Lambright,Romance,Amish,₹80.00,4.4
Miriam’s Miracle Child: An Amish Christmas Romance (Amish Inspiration Book 7),Grace Given,Romance,Amish,₹83.00,4.3
The Story of Amos: An Amish Romance (Amish Inspiration Book 9),Grace Given,Romance,Amish,₹82.00,4.4
The Story of Abigail's Treasure: An Amish Romance (Amish Inspiration Book 8),Grace Given,Romance,Amish,₹82.00,4.4
The Story of Job: An Amish Christmas Romance (Amish Inspiration Book 6),Grace Given,Romance,Amish,₹82.00,4.4
The Only One: A Soft Femdom Romance (Wrench Kings Book 3),Daisy Jane,Romance,Amish,₹332.00,4.2
The Story of Jonah: An Amish Romance (Amish Inspiration Book 5),Grace Given,Romance,Amish,₹82.00,4.3
The Story of Joseph: An Amish Romance (Amish Inspiration Book 4),Grace Given,Romance,Amish,₹82.00,4.5
The Story of Sarah: An Amish Romance (Amish Inspiration Book 3),Grace Given,Romance,Amish,₹82.00,4.3
The Story of Rebekah: An Amish Romance (Amish Inspiration Book 2),Grace Given,Romance,Amish,₹82.00,4.4
The Story of Ruth: An Amish Romance (Amish Inspiration Book 1),Grace Given,Romance,Amish,₹82.00,4.3
"31 Sweet Brides. Mega Box Set of Inspirational Romance Stories: Mail Order Bride, Historical Romance, Western Romance, Scottish Romance, Regency Romance, ... Mega Sweet Romance Collections Book 3)",Indiana Wake,Romance,Amish,₹416.00,4.3
SELF MANAGEMENT: SKILL REQUIRED FOR SELF-MANAGEMENT AND EIGHT STEP-BY-STEP PROCESS TO ACHIEVE IT,RAMKISHORE M,Romance,Amish,₹89.00,5.0
"The Princess and the Amish Pauper: The Amish Fairytale Series, book 3",Ashley Emma,Romance,Amish,₹415.00,4.6
A Home of Their Own: Amish Romance (The Amish Bonnet Sisters Book 35),Samantha  Price,Romance,Amish,₹409.00,4.6
"Amish Beauty and the Beast: The Amish Fairytale Series, book 2",Ashley Emma,Romance,Amish,₹415.00,4.7
The Innkeeper's Bride: 3 (An Amish Brides of Birch Creek Novel),Kathleen Fuller,Romance,Amish,₹791.00,4.7
The Christmas Love and Hope Collection (Clean and Wholesome Romance): 20 Book Clean and Wholesome Box Set (Mail Order Bride Box Sets),Faith Johnson,Romance,Amish,₹99.00,4.5
Proposing To Preston: The Winslow Brothers #2 (The Blueberry Lane Series -The Winslow Brothers),Katy Regnery,Romance,Amish,₹410.00,4.5
Her Amish Wish: Amish Romance (The Amish Bonnet Sisters Book 37),Samantha  Price,Romance,Amish,₹413.00,4.6
"Hunters Ridge Book Bundle, Books 1-3: Amish Romantic Suspense Novels",Alison Stone,Romance,Amish,₹499.00,4.7
Starting Over: Amish Romance (The Amish Bonnet Sisters Book 31),Samantha  Price,Romance,Amish,₹409.00,4.6
The Last Wedding: Amish Romance (The Amish Bonnet Sisters Book 30),Samantha  Price,Romance,Amish,₹409.00,4.7
"Amish Snow White: The Amish Fairytale Series, book 1",Ashley Emma,Romance,Amish,₹331.00,4.4
A Gift Of Joy: 2 (Unexpected Gifts),Kristen Mckanagh,Romance,Amish,₹287.00,4.8
Lavina's Healing: Amish Healer Book One (Amish Healer Series),Mary Lantz,Romance,Amish,₹99.00,4.5
A Season for Change: Amish Romance (The Amish Bonnet Sisters Book 25),Samantha  Price,Romance,Amish,₹409.00,4.5
"Amish Cinderella: The Amish Fairytale Series, book 5",Ashley Emma,Romance,Amish,₹414.00,4.6
Hope's Amish Wedding: Amish Romance (The Amish Bonnet Sisters Book 23),Samantha Price,Romance,Amish,₹409.00,4.6
Whispers of Change: Inspirational Amish Romance (The Amish Bonnet Sisters Book 39),Samantha Price,Romance,Amish,₹416.00,4.7
Her Amish Quilt: Amish Romance (The Amish Bonnet Sisters Book 34),Samantha  Price,Romance,Amish,₹409.00,4.7
Caleb's Miracle: Amish Healer Series Book Three,Mary Lantz,Romance,Amish,₹82.00,4.5
Amish Harvest Mayhem: Amish Romance (The Amish Bonnet Sisters Book 21),Samantha Price,Romance,Amish,₹409.00,4.6
The Stolen Amish Wedding: Amish Romance (The Amish Bonnet Sisters Book 27),Samantha  Price,Romance,Amish,₹409.00,4.6
The Amish Meddler: Amish Romance (The Amish Bonnet Sisters Book 16),Samantha Price,Romance,Amish,₹409.00,4.6
An Amish Marriage of Convenience (Surprised by Love Book 4),Rachel J. Good,Romance,Amish,₹625.98,4.4
The Unsuitable Amish Bride: Amish Romance (The Amish Bonnet Sisters Book 17),Samantha Price,Romance,Amish,₹409.00,4.5
